hotel,is_canceled,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,previous_cancellations,previous_bookings_not_canceled,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
City Hotel,1,238,July,2,4,2,0,0,0,0,D,2,No Deposit,0,Transient,122.83,0,2,Canceled
City Hotel,1,25,July,1,3,2,0,0,0,0,A,2,No Deposit,0,Transient,135,0,2,Canceled
City Hotel,1,303,July,2,8,2,1,0,0,0,A,0,No Deposit,0,Transient,184.5,0,1,Canceled
City Hotel,1,80,July,0,1,2,2,0,0,0,F,0,No Deposit,0,Transient,230,0,0,No-Show
City Hotel,1,0,July,0,1,2,2,0,0,0,E,0,No Deposit,0,Transient,215,0,0,Canceled
City Hotel,1,27,July,0,1,3,0,0,0,0,A,0,No Deposit,0,Transient,210,0,2,Canceled
City Hotel,1,22,July,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient,160,0,0,Canceled
City Hotel,1,1,July,0,2,2,0,0,0,0,A,0,Refundable,0,Transient,130,0,1,Canceled
City Hotel,1,171,July,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient,116.1,0,0,Canceled
City Hotel,1,174,July,0,2,2,0,0,0,0,D,2,No Deposit,0,Transient,116.1,0,0,Canceled
City Hotel,1,171,July,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient,116.1,0,0,Canceled
City Hotel,1,22,July,0,2,2,0,0,0,0,A,2,No Deposit,0,Transient,150,0,2,Canceled
City Hotel,1,157,July,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,80.1,0,1,Canceled
City Hotel,1,108,July,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient,150,0,2,Canceled
City Hotel,1,255,July,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,141.3,0,0,Canceled
City Hotel,1,157,July,1,2,3,0,0,0,0,E,0,No Deposit,0,Transient,177.3,0,0,Canceled
City Hotel,1,183,July,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient,117.9,0,0,Canceled
City Hotel,1,27,July,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,153.33,0,1,Canceled
City Hotel,1,1,July,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,133.33,0,0,Canceled
City Hotel,1,233,July,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient,120.6,0,0,Canceled
City Hotel,1,136,July,2,2,1,0,0,0,0,E,1,No Deposit,0,Transient,193,0,0,Canceled
City Hotel,1,336,July,2,2,2,1,0,0,0,A,0,No Deposit,0,Transient,116.1,0,0,Canceled
City Hotel,1,334,July,2,2,3,0,0,0,0,D,0,No Deposit,0,Transient,132.3,0,1,Canceled
City Hotel,1,334,July,2,2,2,1,0,0,0,A,0,No Deposit,0,Transient,116.1,0,0,Canceled
City Hotel,1,152,July,2,2,2,0,0,0,0,E,0,No Deposit,0,Transient,143.1,0,0,Canceled
City Hotel,1,207,July,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,180,July,2,3,2,0,0,0,0,D,0,No Deposit,0,Transient,117.9,0,0,Canceled
City Hotel,1,23,July,2,3,1,0,0,0,0,E,0,No Deposit,0,Transient,192,0,0,Canceled
City Hotel,1,182,July,2,3,2,0,0,0,0,D,0,No Deposit,0,Transient,117.9,0,0,Canceled
City Hotel,1,247,July,2,5,2,1,0,0,0,A,0,No Deposit,0,Transient,125.1,0,1,Canceled
City Hotel,1,152,July,0,1,3,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,10,July,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,98,0,1,Canceled
City Hotel,1,152,July,0,1,2,0,0,0,0,D,0,No Deposit,0,Transient,152.1,0,0,Canceled
City Hotel,1,2,July,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,160,0,1,Canceled
City Hotel,1,24,July,0,1,3,0,0,0,0,D,0,No Deposit,0,Transient,190,0,2,Canceled
City Hotel,1,167,July,0,1,3,0,0,0,0,D,0,No Deposit,0,Transient,152.1,0,0,Canceled
City Hotel,1,39,July,0,1,1,0,0,0,0,A,0,No Deposit,0,Transient,140,0,0,Canceled
City Hotel,1,19,July,0,1,2,0,0,0,0,A,1,No Deposit,0,Transient,220.6,0,2,Canceled
City Hotel,1,102,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,120,0,1,Canceled
City Hotel,1,15,July,1,1,1,0,0,0,0,A,0,No Deposit,0,Transient,139,0,2,Canceled
City Hotel,1,325,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,103.5,0,2,Canceled
City Hotel,1,315,July,1,1,1,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,12,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,139,0,2,Canceled
City Hotel,1,12,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,139,0,2,Canceled
City Hotel,1,60,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,155,0,1,Canceled
City Hotel,1,53,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,135,0,1,Canceled
City Hotel,1,315,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,99.9,0,0,Canceled
City Hotel,1,325,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,103.5,0,2,Canceled
City Hotel,1,53,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,135,0,1,Canceled
City Hotel,1,12,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,139,0,2,Canceled
City Hotel,1,229,July,1,1,2,0,0,0,0,D,0,No Deposit,0,Transient,120.6,0,0,Canceled
City Hotel,1,6,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,105,0,1,Canceled
City Hotel,1,24,July,1,1,1,0,0,0,0,A,0,No Deposit,0,Transient,130,0,0,Canceled
City Hotel,1,35,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,130,0,1,Canceled
City Hotel,1,12,July,1,1,1,0,0,0,0,A,0,No Deposit,0,Transient,129,0,1,Canceled
City Hotel,1,53,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,135,0,1,Canceled
City Hotel,1,315,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,2,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,80,0,1,No-Show
City Hotel,1,56,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,133.33,0,0,Canceled
City Hotel,1,19,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,126.67,0,0,Canceled
City Hotel,1,142,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,44,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,153.33,0,1,Canceled
City Hotel,1,125,July,2,1,2,0,0,0,0,D,0,No Deposit,0,Transient,135,0,0,Canceled
City Hotel,1,476,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,0,Canceled
City Hotel,1,56,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,133.33,0,0,Canceled
City Hotel,1,476,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,0,Canceled
City Hotel,1,476,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,0,Canceled
City Hotel,1,476,July,2,1,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,91.33,0,0,Canceled
City Hotel,1,476,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,0,Canceled
City Hotel,1,476,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,0,Canceled
City Hotel,1,111,July,2,1,3,0,0,0,0,D,0,No Deposit,0,Transient,177.33,0,2,No-Show
City Hotel,1,476,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,0,Canceled
City Hotel,1,476,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,0,Canceled
City Hotel,1,125,July,2,1,2,0,0,0,0,D,0,No Deposit,0,Transient,135,0,0,Canceled
City Hotel,1,476,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,0,Canceled
City Hotel,1,82,July,2,1,2,0,0,0,0,D,0,No Deposit,0,Transient,150,0,1,Canceled
City Hotel,1,82,July,2,1,3,0,0,0,0,D,0,No Deposit,0,Transient,190,0,0,Canceled
City Hotel,1,175,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,1,Canceled
City Hotel,1,476,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,0,Canceled
City Hotel,1,476,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,112.67,0,0,Canceled
City Hotel,1,141,July,2,1,1,0,0,0,0,A,0,No Deposit,0,Transient,98.1,0,1,Canceled
City Hotel,1,44,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,153.33,0,1,Canceled
City Hotel,1,163,July,2,2,3,0,0,0,0,D,0,No Deposit,0,Transient,152.1,0,0,Canceled
City Hotel,1,51,July,2,2,3,0,0,0,0,E,0,No Deposit,0,Transient,232.5,0,1,Canceled
City Hotel,1,151,July,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,151,July,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,98.1,0,0,Canceled
City Hotel,1,151,July,2,2,1,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,193,July,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,1,Canceled
City Hotel,1,8,July,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,110.88,0,0,Canceled
City Hotel,1,159,July,2,3,1,0,0,0,0,A,0,No Deposit,0,Transient,98.1,0,0,Canceled
City Hotel,1,58,July,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,152,0,1,Canceled
City Hotel,1,193,July,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,1,Canceled
City Hotel,1,285,July,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,1,Canceled
City Hotel,1,229,July,2,4,2,1,0,0,0,A,0,No Deposit,0,Transient,125.1,0,2,Canceled
City Hotel,1,229,July,2,4,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,1,Canceled
City Hotel,1,141,July,2,4,2,0,0,0,0,A,0,No Deposit,0,Transient,141.3,0,1,Canceled
City Hotel,1,229,July,2,4,2,1,0,0,0,A,0,No Deposit,0,Transient,125.1,0,0,Canceled
City Hotel,1,253,July,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,2,Canceled
City Hotel,1,307,July,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,119,0,3,Canceled
City Hotel,1,161,July,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,162,July,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient,98.1,0,0,Canceled
City Hotel,1,162,July,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient,98.1,0,0,Canceled
City Hotel,1,174,July,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,103.2,0,0,Canceled
City Hotel,1,161,July,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,307,July,2,5,3,0,0,0,0,D,0,No Deposit,0,Transient,155,0,3,Canceled
City Hotel,1,6,July,1,0,1,0,0,0,0,D,0,Non Refund,0,Transient,135,0,1,Canceled
City Hotel,1,0,July,1,0,1,0,0,0,0,A,1,No Deposit,0,Transient,190,0,3,Canceled
City Hotel,1,14,July,1,0,2,0,0,0,0,A,0,No Deposit,0,Transient,98,0,1,Canceled
City Hotel,1,47,July,2,0,1,0,0,0,0,A,0,No Deposit,0,Transient,130,0,1,Canceled
City Hotel,1,138,July,2,0,2,0,0,0,0,A,0,No Deposit,0,Transient,108,0,0,Canceled
City Hotel,1,31,July,2,0,2,0,0,0,0,A,0,No Deposit,0,Transient,60,0,1,Canceled
City Hotel,1,162,July,2,0,2,0,0,0,0,A,0,No Deposit,0,Transient,80.1,0,1,Canceled
City Hotel,1,21,July,2,0,2,0,0,0,0,A,0,No Deposit,0,Transient,130,0,1,Canceled
City Hotel,1,111,July,2,0,2,0,0,0,0,A,0,No Deposit,0,Transient,120,0,0,Canceled
City Hotel,1,156,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,41,July,2,1,3,0,0,0,0,E,0,No Deposit,0,Transient,233.33,0,0,Canceled
City Hotel,1,193,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,2,Canceled
City Hotel,1,288,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,1,Canceled
City Hotel,1,156,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,82,July,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,120,0,1,Canceled
City Hotel,1,130,July,2,1,2,0,0,0,0,A,1,No Deposit,0,Transient,144,0,1,Canceled
City Hotel,1,190,July,2,2,3,0,0,0,0,D,0,No Deposit,0,Transient,147.9,0,0,Canceled
City Hotel,1,189,July,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,58,July,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,89,0,0,Canceled
City Hotel,1,172,July,2,2,1,0,0,0,0,A,0,No Deposit,0,Transient,98.1,0,0,Canceled
City Hotel,1,181,July,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,1,Canceled
City Hotel,1,190,July,2,2,3,0,0,0,0,D,0,No Deposit,0,Transient,147.9,0,0,Canceled
City Hotel,1,147,July,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,189,July,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,138,July,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,108,0,0,Canceled
City Hotel,1,30,July,2,3,2,1,0,0,0,A,0,No Deposit,0,Transient,176,0,1,Canceled
City Hotel,1,206,July,2,4,3,0,0,0,0,A,1,No Deposit,0,Transient,145.1,0,0,Canceled
City Hotel,1,358,July,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,134.1,0,1,Canceled
City Hotel,1,159,July,1,0,1,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,0,July,1,0,2,0,0,0,0,A,0,No Deposit,0,Transient,140,0,2,Canceled
City Hotel,1,22,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,140,0,0,Canceled
City Hotel,1,226,July,1,1,1,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,155,July,1,1,2,0,0,0,0,D,0,No Deposit,0,Transient,152.1,0,0,Canceled
City Hotel,1,155,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,1,Canceled
City Hotel,1,155,July,1,1,3,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,155,July,1,1,2,3,0,0,0,G,0,No Deposit,0,Transient,215.27,0,1,Canceled
City Hotel,1,50,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,150,0,1,Canceled
City Hotel,1,7,July,1,1,3,0,0,0,0,D,0,No Deposit,0,Transient,210,0,0,Canceled
City Hotel,1,56,July,1,1,2,0,0,0,0,A,0,No Deposit,0,Transient,130,0,1,Canceled
City Hotel,1,155,July,1,1,2,1,0,0,0,A,0,No Deposit,0,Transient,125.1,0,1,Canceled
City Hotel,1,56,July,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,130,0,1,Canceled
City Hotel,1,190,July,1,2,2,0,0,0,0,A,2,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,210,July,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,1,Canceled
City Hotel,1,175,July,1,2,3,0,0,0,0,D,0,No Deposit,0,Transient,152.1,0,0,Canceled
City Hotel,1,59,July,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,130,0,0,Canceled
City Hotel,1,155,July,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,128,July,1,3,1,0,0,0,0,A,0,No Deposit,0,Transient,117,0,0,Canceled
City Hotel,1,56,July,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,130,0,1,Canceled
City Hotel,1,154,July,1,3,2,0,0,0,0,D,0,No Deposit,0,Transient,116.1,0,0,Canceled
City Hotel,1,169,July,1,3,2,1,0,0,0,A,0,No Deposit,0,Transient,125.1,0,0,Canceled
City Hotel,1,270,July,1,3,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,270,July,1,3,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,1,Canceled
City Hotel,1,153,July,1,3,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,177,July,1,3,3,0,0,0,0,E,0,No Deposit,0,Transient,179.1,0,2,Canceled
City Hotel,1,163,July,1,3,2,0,0,0,0,D,0,No Deposit,0,Transient,116.1,0,0,Canceled
City Hotel,1,144,July,1,3,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,99,July,1,4,2,0,0,0,0,D,0,No Deposit,0,Transient,150,0,1,Canceled
City Hotel,1,209,July,1,4,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,2,Canceled
City Hotel,1,194,July,1,4,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,3,Canceled
City Hotel,1,199,July,1,4,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,1,Canceled
City Hotel,1,183,July,1,4,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,171,July,1,4,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,2,Canceled
City Hotel,1,263,July,1,4,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,1,Canceled
City Hotel,1,171,July,1,4,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,2,Canceled
City Hotel,1,214,July,1,5,1,0,0,0,0,A,0,No Deposit,0,Transient,103.8,0,0,Canceled
City Hotel,1,217,July,1,5,2,0,0,0,0,A,0,No Deposit,0,Transient,111,0,2,Canceled
City Hotel,1,217,July,1,5,2,0,0,0,0,A,0,No Deposit,0,Transient,111,0,2,Canceled
City Hotel,1,214,July,1,5,1,0,0,0,0,A,0,No Deposit,0,Transient,103.8,0,0,Canceled
City Hotel,1,161,July,1,5,2,0,0,0,0,D,0,No Deposit,0,Transient,120,0,0,Canceled
City Hotel,1,160,July,1,5,2,0,0,0,0,A,0,No Deposit,0,Transient,80.1,0,0,Canceled
City Hotel,1,177,July,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,149.79,0,1,Canceled
City Hotel,1,350,July,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,113.4,0,1,Canceled
City Hotel,1,177,July,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,149.79,0,1,Canceled
City Hotel,1,172,July,3,5,2,0,0,0,0,A,0,No Deposit,0,Transient,71.1,0,0,Canceled
City Hotel,1,159,July,0,1,1,0,0,0,0,A,0,No Deposit,0,Transient,80.1,0,1,Canceled
City Hotel,1,62,July,0,1,3,0,0,0,0,D,0,No Deposit,0,Transient,200,0,2,Canceled
City Hotel,1,176,July,0,1,1,0,0,0,0,A,0,No Deposit,0,Transient,98.1,0,0,Canceled
City Hotel,1,192,July,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,45,July,0,2,1,0,0,0,0,A,0,No Deposit,0,Transient,126,0,0,Canceled
City Hotel,1,184,July,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,183,July,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,15,July,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,140,0,0,Canceled
City Hotel,1,479,July,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,479,July,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,479,July,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,88,July,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient,150,0,1,Canceled
City Hotel,1,479,July,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,179,July,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,1,Canceled
City Hotel,1,479,July,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,173,July,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,31,July,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,140,0,1,No-Show
City Hotel,1,479,July,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,287,July,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,90,0,0,Canceled
City Hotel,1,479,July,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,479,July,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,479,July,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,479,July,0,3,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,159,July,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,351,July,0,4,3,0,0,0,0,D,0,No Deposit,0,Transient,132.3,0,0,Canceled
City Hotel,1,183,July,0,4,3,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,183,July,0,4,2,0,0,0,0,D,0,No Deposit,0,Transient,153.9,0,0,Canceled
City Hotel,1,9,July,0,4,3,0,0,0,0,D,0,No Deposit,0,Transient,199.5,0,1,Canceled
City Hotel,1,226,July,0,5,3,0,0,0,0,D,0,No Deposit,0,Transient,161.28,0,1,Canceled
City Hotel,1,226,July,0,5,2,0,0,0,0,A,0,No Deposit,0,Transient,111.78,0,1,Canceled
City Hotel,1,275,July,0,5,1,0,0,0,0,A,0,No Deposit,0,Transient,83.71,0,2,Canceled
City Hotel,1,147,July,2,8,3,0,0,0,0,D,0,No Deposit,0,Transient,116.1,0,0,Canceled
City Hotel,1,122,July,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,108,0,0,Canceled
City Hotel,1,336,July,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,99.9,0,0,Canceled
City Hotel,1,164,July,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,171,July,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,0,Canceled
City Hotel,1,319,July,0,2,2,0,0,0,0,B,0,No Deposit,0,Transient,93.65,0,1,Canceled
City Hotel,1,320,July,0,2,2,0,0,0,0,B,1,No Deposit,0,Transient,93.64,0,1,Canceled
City Hotel,1,230,July,0,3,2,2,0,0,0,F,0,No Deposit,0,Transient,179.1,0,0,Canceled
City Hotel,1,115,July,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,120,0,0,Canceled
City Hotel,1,341,July,0,4,2,1,0,0,0,A,0,No Deposit,0,Transient,116.1,0,2,Canceled
City Hotel,1,333,July,0,4,3,0,0,0,0,D,0,No Deposit,0,Transient,135.9,0,1,Canceled
City Hotel,1,301,July,1,4,2,2,0,0,0,F,0,No Deposit,0,Transient,199,0,2,Canceled
City Hotel,1,332,July,1,4,2,0,0,0,0,D,0,No Deposit,0,Transient,117,0,2,Canceled
City Hotel,1,146,July,2,9,3,0,0,0,0,E,0,No Deposit,0,Transient,196.12,0,0,Canceled
City Hotel,1,113,July,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,120,0,0,Canceled
City Hotel,1,27,July,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,140,0,0,Canceled
City Hotel,1,179,July,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,107.1,0,1,Canceled
City Hotel,1,264,July,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,0,Canceled
City Hotel,1,264,July,0,2,3,0,0,0,0,D,0,No Deposit,0,Transient,156.6,0,0,Canceled
City Hotel,1,69,July,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,117,0,0,Canceled
City Hotel,1,24,July,0,2,2,1,0,0,0,A,0,No Deposit,0,Transient,164,0,1,Canceled
City Hotel,1,24,July,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,124,0,1,Canceled
City Hotel,1,101,July,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient,136.5,0,1,Canceled
City Hotel,1,197,July,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,114.9,0,0,Canceled
City Hotel,1,287,July,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,1,Canceled
City Hotel,1,45,July,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,117,0,0,Canceled
City Hotel,1,24,July,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient,159.33,0,0,Canceled
City Hotel,1,287,July,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,89.1,0,1,Canceled
City Hotel,1,193,July,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,114.9,0,0,Canceled
City Hotel,1,493,August,0,1,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,21,August,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,108,0,1,Canceled
City Hotel,1,493,August,0,1,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,493,August,0,1,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,493,August,0,1,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,493,August,0,1,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,493,August,0,1,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,493,August,0,1,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,19,August,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,140.8,0,0,Canceled
City Hotel,1,64,August,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,130,0,1,Canceled
City Hotel,1,493,August,0,1,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,493,August,0,1,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,493,August,0,1,2,0,0,0,0,A,0,Non Refund,0,Transient,90,0,0,Canceled
City Hotel,1,64,August,0,1,3,0,0,0,0,E,1,No Deposit,0,Transient,230,0,1,Canceled
City Hotel,1,69,August,0,1,1,0,0,0,0,A,0,No Deposit,0,Transient,140,0,0,Canceled
City Hotel,1,255,August,0,2,2,1,0,0,0,A,0,No Deposit,0,Transient,125.1,0,0,Canceled
