"ID","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Total_Trans_Amt","Total_Trans_Ct"
789611283,"Existing Customer",44,"M",4,"Graduate","Married","$40K - $60K",38,5,2,3,5452,2091,1347,30
710506683,"Existing Customer",47,"F",4,"High School","Single","$40K - $60K",39,3,1,0,1746,0,4543,75
778728783,"Existing Customer",39,"F",2,"Unknown","Married","Less than $40K",19,5,3,1,3156,2095,2739,56
755420433,"Existing Customer",59,"F",1,"Graduate","Married","Unknown",52,2,3,3,10133,1417,1068,20
779219208,"Existing Customer",38,"F",2,"High School","Single","Less than $40K",28,5,1,3,1744,0,4811,86
715192308,"Existing Customer",48,"M",2,"High School","Married","$120K +",36,6,5,2,29963,2094,1205,28
711551958,"Attrited Customer",59,"M",2,"Post-Graduate","Married","$60K - $80K",46,3,3,3,1438.3,0,844,24
714181008,"Existing Customer",35,"F",0,"Graduate","Married","Less than $40K",36,1,2,2,3019,1462,4509,71
715858008,"Attrited Customer",49,"F",1,"Uneducated","Married","$40K - $60K",39,2,3,3,8061,2517,1224,31
720274158,"Existing Customer",42,"F",4,"High School","Married","Less than $40K",35,4,2,2,4478,1700,3879,76
789179583,"Existing Customer",28,"F",1,"College","Divorced","Unknown",17,5,3,2,11881,1488,4865,87
708482658,"Existing Customer",41,"M",3,"Graduate","Married","$80K - $120K",31,3,2,2,9959,1946,15594,114
711080358,"Existing Customer",55,"M",1,"Unknown","Unknown","$120K +",46,4,1,2,19849,2205,3657,66
716406483,"Existing Customer",30,"M",0,"Unknown","Single","$60K - $80K",20,1,3,3,23760,1349,13124,103
713184858,"Existing Customer",58,"F",2,"High School","Single","Less than $40K",50,4,3,4,1438.3,818,4196,71
819977058,"Existing Customer",46,"M",2,"High School","Single","$40K - $60K",41,3,3,2,3150,1543,3432,71
795869583,"Existing Customer",53,"F",3,"Uneducated","Married","Less than $40K",47,1,3,2,3733,1620,15200,118
714400308,"Existing Customer",60,"F",0,"Uneducated","Single","Less than $40K",49,3,1,1,11060,1647,4545,83
721091583,"Existing Customer",44,"F",2,"Graduate","Single","Less than $40K",32,3,3,3,3031,1879,1298,15
718481283,"Existing Customer",51,"F",1,"High School","Married","Less than $40K",43,5,1,3,1822,1114,5210,73
714677583,"Attrited Customer",50,"F",3,"Doctorate","Single","Unknown",36,4,3,3,5173,0,8757,68
824140908,"Attrited Customer",52,"M",3,"Uneducated","Single","$120K +",48,5,3,4,20974,0,1246,27
778984383,"Existing Customer",43,"F",3,"High School","Married","Unknown",31,3,3,1,2692,2039,4622,73
715732533,"Attrited Customer",52,"M",4,"Graduate","Married","$60K - $80K",36,4,1,3,9375,1625,2108,51
709708233,"Attrited Customer",49,"F",3,"Doctorate","Married","Less than $40K",29,3,4,2,7066,0,1695,38
766456683,"Existing Customer",51,"F",1,"Graduate","Married","Less than $40K",44,6,2,0,6160,2258,3986,80
771912408,"Existing Customer",49,"F",2,"Graduate","Married","Less than $40K",38,3,3,1,6674,1402,7468,92
712444533,"Existing Customer",43,"M",2,"High School","Single","$80K - $120K",36,6,2,0,14418,0,3880,68
811571733,"Existing Customer",26,"F",0,"Unknown","Single","Unknown",13,4,2,2,2600,1876,2625,45
719521983,"Existing Customer",38,"M",2,"Uneducated","Married","$40K - $60K",31,4,3,3,6116,1698,1592,32
713759583,"Existing Customer",54,"F",3,"High School","Married","Less than $40K",36,1,1,1,3173,1822,4883,71
710937783,"Existing Customer",53,"F",0,"Uneducated","Married","$40K - $60K",40,1,3,3,2772,2414,5313,68
718653333,"Attrited Customer",45,"F",2,"College","Single","Less than $40K",33,1,3,3,1833,0,2037,31
710070183,"Existing Customer",53,"F",1,"High School","Single","Less than $40K",36,3,2,2,2615,1772,1419,38
712664658,"Attrited Customer",35,"F",1,"Graduate","Single","Less than $40K",30,2,2,2,1649,0,2549,54
712113558,"Attrited Customer",45,"M",2,"Graduate","Married","$80K - $120K",36,4,3,3,24844,1273,6549,75
789076083,"Existing Customer",50,"F",3,"High School","Single","Less than $40K",38,6,3,2,2775,1475,4608,84
719821908,"Attrited Customer",38,"F",2,"High School","Single","Less than $40K",16,2,1,2,2703,0,2752,43
772712658,"Existing Customer",62,"F",0,"Uneducated","Married","Less than $40K",50,5,1,2,3791,1648,2058,34
709827933,"Existing Customer",44,"M",2,"Graduate","Married","$80K - $120K",36,3,3,2,12230,1196,3659,76
719584608,"Existing Customer",40,"M",4,"High School","Unknown","$40K - $60K",32,3,1,1,1438.3,0,4215,79
714127383,"Attrited Customer",48,"F",3,"Unknown","Unknown","Unknown",36,3,3,2,4431,2517,2185,48
